EXOME_ID	VABC_ID	Infinium_ID	Species	Subspecies	Seed Bank	AccessionID	OtherIDs	Accession Name	Ancestory	Lattitude	Longitude	Elevation	Collection Date	Remarks	Category	History	Released	Country of Origin	State/region	Collection Site	Habitat
ExomeCapture-DAS5-000339	DAS5-000339	WSNP92K.010.00954	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	33410/yitpi*50	Aus33410 = DOY1/AE.SQUARROSA (372)	Aus33410/yitpi*50	Aus33410/yitpi	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000350	DAS5-000350	WSNP92K.010.00939	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	33415/yitpi*6	Aus33415 = CROC_1/AE.SQUARROSA (444)	Aus33415/yitpi*6	Aus33415/yitpi	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000353	DAS5-000353	WSNP92K.006.00519	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	34232/correll*18	Aus34232 = DOY1/AE.SQUARROSA (188)	Aus34232/correll*18	Aus34232/correll	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000358	DAS5-000358	WSNP92K.009.00824	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	34232/correll*63	Aus34232 = DOY1/AE.SQUARROSA (188)	Aus34232/correll*63	Aus34232/correll	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000360	DAS5-000360	WSNP92K.015.01374	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	34232/correll*87	Aus34232 = DOY1/AE.SQUARROSA (188)	Aus34232/correll*87	Aus34232/correll	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000365	DAS5-000365	WSNP92K.014.01292	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	34239/correll*55	Aus34239 = ALTAR 84/AE.SQUARROSA (198)	Aus34239/correll*55	Aus34239/correll	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000368	DAS5-000368	WSNP92K.115.10711	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	34239/correll*8	Aus34239 = ALTAR 84/AE.SQUARROSA (198)	Aus34239/correll*8	Aus34239/correll	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000373	DAS5-000373	WSNP92K.011.01027	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	34245/correll*26	Aus34245 = D67.2/P66.270//AE.SQUARROSA (211)	Aus34245/correll*26	Aus34245/correll	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000396	DAS5-000396	WSNP92K.013.01210	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	34253/correll*5	Aus34253 = D67.2/P66.270//AE.SQUARROSA (220)	Aus34253/correll*5	Aus34253/correll	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000397	DAS5-000397	WSNP92K.012.01088	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	34253/correll*55	Aus34253 = D67.2/P66.270//AE.SQUARROSA (220)	Aus34253/correll*55	Aus34253/correll	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000401	DAS5-000401	WSNP92K.014.01296	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	34255/correll*24	Aus34255 = D67.2/P66.270//AE.SQUARROSA (221)	Aus34255/correll*24	Aus34255/correll	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000402	DAS5-000402	WSNP92K.005.00424	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	34255/correll*27	Aus34255 = D67.2/P66.270//AE.SQUARROSA (221)	Aus34255/correll*27	Aus34255/correll	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000406	DAS5-000406	WSNP92K.009.00839	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	34255/correll*46	Aus34255 = D67.2/P66.270//AE.SQUARROSA (221)	Aus34255/correll*46	Aus34255/correll	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000411	DAS5-000411	WSNP92K.010.00896	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	34262/correll*12	Aus34262 = ALTAR 84/AE.SQUARROSA (224)	Aus34262/correll*12	Aus34262/correll	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000413	DAS5-000413	WSNP92K.009.00836	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	34262/correll*16	Aus34262 = ALTAR 84/AE.SQUARROSA (224)	Aus34262/correll*16	Aus34262/correll	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000424	DAS5-000424	WSNP92K.010.00883	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	34270/correll*29	Aus34270 = GARZA/BOY//AE.SQUARROSA (286)	Aus34270/correll*29	Aus34270/correll	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000425	DAS5-000425	WSNP92K.006.00534	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	34270/correll*41	Aus34270 = GARZA/BOY//AE.SQUARROSA (286)	Aus34270/correll*41	Aus34270/correll	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000429	DAS5-000429	WSNP92K.012.01111	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	34270/correll*55	Aus34270 = GARZA/BOY//AE.SQUARROSA (286)	Aus34270/correll*55	Aus34270/correll	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000430	DAS5-000430	WSNP92K.015.01426	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	34270/correll*85	Aus34270 = GARZA/BOY//AE.SQUARROSA (286)	Aus34270/correll*85	Aus34270/correll	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000432	DAS5-000432	WSNP92K.010.00920	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	34274/correll*12	Aus34274 = 68.111/RGB-U//WARD/3/AE.SQUARROSA (321)	Aus34274/correll*12	Aus34274/correll	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000439	DAS5-000439	WSNP92K.015.01350	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	34274/correll*52	Aus34274 = 68.111/RGB-U//WARD/3/AE.SQUARROSA (321)	Aus34274/correll*52	Aus34274/correll	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000442	DAS5-000442	WSNP92K.005.00434	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	34278/correll*29	Aus34278 = 68.111/RGB-U//WARD/3/AE.SQUARROSA (328)	Aus34278/correll*29	Aus34278/correll	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000443	DAS5-000443	WSNP92K.015.01364	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	34278/correll*32	Aus34278 = 68.111/RGB-U//WARD/3/AE.SQUARROSA (328)	Aus34278/correll*32	Aus34278/correll	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000446	DAS5-000446	WSNP92K.012.01078	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	34278/correll*46	Aus34278 = 68.111/RGB-U//WARD/3/AE.SQUARROSA (328)	Aus34278/correll*46	Aus34278/correll	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000452	DAS5-000452	WSNP92K.005.00440	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	34279/correll*19	Aus34279 = ALTAR 84/AE.SQUARROSA (328)	Aus34279/correll*19	Aus34279/correll	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000462	DAS5-000462	WSNP92K.015.01355	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	34431/annuello*24	Aus34431 = 68.111/RGB-U//WARD/3/AE.SQUARROSA (329)	Aus34431/annuello*24	Aus34431/annuello	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000472	DAS5-000472	WSNP92K.011.01024	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	34434/annuello*16	Aus34434 = 68.111/RGB-U//WARD RESEL/3/STIL/4/AE.SQUARROSA (449)	Aus34434/annuello*16	Aus34434/annuello	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000474	DAS5-000474	WSNP92K.011.01052	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	34434/annuello*3	Aus34434 = 68.111/RGB-U//WARD RESEL/3/STIL/4/AE.SQUARROSA (449)	Aus34434/annuello*3	Aus34434/annuello	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000476	DAS5-000476	WSNP92K.014.01297	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	34434/annuello*39	Aus34434 = 68.111/RGB-U//WARD RESEL/3/STIL/4/AE.SQUARROSA (449)	Aus34434/annuello*39	Aus34434/annuello	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000478	DAS5-000478	WSNP92K.012.01064	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	34434/annuello*51	Aus34434 = 68.111/RGB-U//WARD RESEL/3/STIL/4/AE.SQUARROSA (449)	Aus34434/annuello*51	Aus34434/annuello	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000489	DAS5-000489	WSNP92K.014.01302	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	34435/annuello*6	Aus34435 = YAV79//DACK/RABI/3/SNIPE/4/AE.SQUARROSA (460)	Aus34435/annuello*6	Aus34435/annuello	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000491	DAS5-000491	WSNP92K.010.00891	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	34436/annuello*14	Aus34436 = DOY1/AE.SQUARROSA (511)	Aus34436/annuello*14	Aus34436/annuello	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000496	DAS5-000496	WSNP92K.005.00449	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	34436/annuello*4	Aus34436 = DOY1/AE.SQUARROSA (511)	Aus34436/annuello*4	Aus34436/annuello	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000503	DAS5-000503	WSNP92K.006.00566	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	34438/annuello*19	Aus34438 = CPI/GEDIZ/3/GOO//JO69/CRA/4/AE.SQUARROSA (633)	Aus34438/annuello*19	Aus34438/annuello	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000504	DAS5-000504	WSNP92K.008.00715	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	34438/annuello*2	Aus34438 = CPI/GEDIZ/3/GOO//JO69/CRA/4/AE.SQUARROSA (633)	Aus34438/annuello*2	Aus34438/annuello	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000518	DAS5-000518	WSNP92K.005.00430	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	34442/annuello*46	Aus34442 = CETA/AE.SQUARROSA (783)	Aus34442/annuello*46	Aus34442/annuello	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000524	DAS5-000524	WSNP92K.009.00776	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	34450/annuello*21	Aus34450 = 68.111/RGB-U//WARD/3/FGO/4/RABI/5/AE.SQUARROSA (629)	Aus34450/annuello*21	Aus34450/annuello	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000533	DAS5-000533	WSNP92K.117.10880	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	34456/annuello*25	Aus34456 = D67.2/P66.270//AE.SQUARROSA (220)	Aus34456/annuello*25	Aus34456/annuello	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000541	DAS5-000541	WSNP92K.011.01030	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	34459/annuello*10	Aus34459 = YUK/AE.SQUARROSA (217)	Aus34459/annuello*10	Aus34459/annuello	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000545	DAS5-000545	WSNP92K.005.00429	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	34459/annuello*35	Aus34459 = YUK/AE.SQUARROSA (217)	Aus34459/annuello*35	Aus34459/annuello	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000547	DAS5-000547	WSNP92K.013.01157	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	34459/annuello*40	Aus34459 = YUK/AE.SQUARROSA (217)	Aus34459/annuello*40	Aus34459/annuello	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000551	DAS5-000551	WSNP92K.008.00704	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	36177/annuello*10	Aus36177 = CPI/GEDIZ/3/GOO//JO/CRA/4/AE.SQUARROSA (273)	Aus36177/annuello*10	Aus36177/annuello	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000552	DAS5-000552	WSNP92K.013.01232	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	36177/annuello*11	Aus36177 = CPI/GEDIZ/3/GOO//JO/CRA/4/AE.SQUARROSA (273)	Aus36177/annuello*11	Aus36177/annuello	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000553	DAS5-000553	WSNP92K.015.01430	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	36177/annuello*13	Aus36177 = CPI/GEDIZ/3/GOO//JO/CRA/4/AE.SQUARROSA (273)	Aus36177/annuello*13	Aus36177/annuello	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000562	DAS5-000562	WSNP92K.006.00562	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	36181/annuello*14	Aus36181 = CETA/AE.SQUARROSA (386)	Aus36181/annuello*14	Aus36181/annuello	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000563	DAS5-000563	WSNP92K.010.00953	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	36181/annuello*18	Aus36181 = CETA/AE.SQUARROSA (386)	Aus36181/annuello*18	Aus36181/annuello	.	.	.	.	BC1F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000574	DAS5-000574	WSNP92K.005.00385	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	30299/2*Annuello*4	Aus30299 = DVERD_2/AE.SQUARROSA (1027)	Aus30299/2*Annuello*4	Aus30299/2*Annuello	.	.	.	.	BC2F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000588	DAS5-000588	WSNP92K.006.00493	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	29659/2*Annuello*8	Aus29659 = 68.111/RGB-U//WARD/3/FGO/4/RABI/5/AE.SQUARROSA (809)	Aus29659/2*Annuello*8	Aus29659/2*Annuello	.	.	.	.	BC2F6 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000591	DAS5-000591	WSNP92K.013.01177	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	29641/2*annuello*1	Aus29641 = AOS/AE.SQUARROSA (269)	Aus29641/2*annuello*1	Aus29641/2*Annuello	.	.	.	.	BC2F6 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000619	DAS5-000619	WSNP92K.014.01257	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	29685/2*Annuello*9	Aus29685 = LOCAL RED/AE.SQUARROSA (220)	Aus29685/2*Annuello*9	Aus29685/2*Annuello	.	.	.	.	BC2F6 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000627	DAS5-000627	WSNP92K.014.01256	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	29638/2*Annuello*7	Aus29638 = ARLIN_1/AE.SQUARROSA (218)	Aus29638/2*Annuello*7	Aus29638/2*Annuello	.	.	.	.	BC2F6 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000628	DAS5-000628	WSNP92K.011.01005	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	29638/2*Annuello*8	Aus29638 = ARLIN_1/AE.SQUARROSA (218)	Aus29638/2*Annuello*8	Aus29638/2*Annuello	.	.	.	.	BC2F6 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000638	DAS5-000638	WSNP92K.013.01215	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	29667/2*Annuello*8	Aus29667 = SCOOP_1/AE.SQUARROSA (634)	Aus29667/2*Annuello*8	Aus29667/2*Annuello	.	.	.	.	BC2F6 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000642	DAS5-000642	WSNP92K.005.00451	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	29636/2*Annuello*2	Aus29636 = CPI/GEDIZ/3/GOO//JO69/CRA/4/AE.SQUARROSA (208)	Aus29636/2*Annuello*2	Aus29636/2*Annuello	.	.	.	.	BC2F6 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000643	DAS5-000643	WSNP92K.015.01398	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	29636/2*Annuello*3	Aus29636 = CPI/GEDIZ/3/GOO//JO69/CRA/4/AE.SQUARROSA (208)	Aus29636/2*Annuello*3	Aus29636/2*Annuello	.	.	.	.	BC2F6 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000647	DAS5-000647	WSNP92K.011.01049	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	29636/2*Annuello*7	Aus29636 = CPI/GEDIZ/3/GOO//JO69/CRA/4/AE.SQUARROSA (208)	Aus29636/2*Annuello*7	Aus29636/2*Annuello	.	.	.	.	BC2F6 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000667	DAS5-000667	WSNP92K.005.00393	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	30305/2*Annuello*7	Aus30305 = CPI/GEDIZ/3/GOO//JO/CRA/4/AE.SQUARROSA (184)	Aus30305/2*Annuello*7	Aus30305/2*Annuello	.	.	.	.	BC2F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000668	DAS5-000668	WSNP92K.005.00411	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	30305/2*Annuello*8	Aus30305 = CPI/GEDIZ/3/GOO//JO/CRA/4/AE.SQUARROSA (184)	Aus30305/2*Annuello*8	Aus30305/2*Annuello	.	.	.	.	BC2F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000685	DAS5-000685	WSNP92K.013.01209	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	29674/2*Annuello*5	Aus29674 = ROK/KML//AE.SQUARROSA (507)	Aus29674/2*Annuello*5	Aus29674/2*Annuello	.	.	.	.	BC2F6 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000694	DAS5-000694	WSNP92K.013.01166	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	30281/2*Annuello*4	Aus30281 = STY-US/CELTA//PALS/3/SRN_5/4/AE.SQUARROSA (277)	Aus30281/2*Annuello*4	Aus30281/2*Annuello	.	.	.	.	BC2F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000705	DAS5-000705	WSNP92K.015.01431	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	29673/2*Annuello*5	Aus29673 = GARZA/BOY//AE.SQUARROSA (484)	Aus29673/2*Annuello*5	Aus29673/2*Annuello	.	.	.	.	BC2F6 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000710	DAS5-000710	WSNP92K.008.00714	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	29673/2*Annuello*10	Aus29673 = GARZA/BOY//AE.SQUARROSA (484)	Aus29673/2*Annuello*10	Aus29673/2*Annuello	.	.	.	.	BC2F6 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000712	DAS5-000712	WSNP92K.013.01188	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	29672/2*Annuello*2	Aus29672 = KAPUDE/AE.SQUARROSA (385)	Aus29672/2*Annuello*2	Aus29672/2*Annuello	.	.	.	.	BC2F6 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000713	DAS5-000713	WSNP92K.015.01378	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	29672/2*Annuello*3	Aus29672 = KAPUDE/AE.SQUARROSA (385)	Aus29672/2*Annuello*3	Aus29672/2*Annuello	.	.	.	.	BC2F6 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000719	DAS5-000719	WSNP92K.012.01095	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	29672/2*Annuello*9	Aus29672 = KAPUDE/AE.SQUARROSA (385)	Aus29672/2*Annuello*9	Aus29672/2*Annuello	.	.	.	.	BC2F6 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000727	DAS5-000727	WSNP92K.011.01047	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	30270/2*Annuello*7	Aus30270 = DOY1/AE.SQUARROSA (507)	Aus30270/2*Annuello*7	Aus30270/2*Annuello	.	.	.	.	BC2F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000728	DAS5-000728	WSNP92K.013.01198	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	30270/2*Annuello*8	Aus30270 = DOY1/AE.SQUARROSA (507)	Aus30270/2*Annuello*8	Aus30270/2*Annuello	.	.	.	.	BC2F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000734	DAS5-000734	WSNP92K.005.00478	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	30258/2*Annuello*4	Aus30258 = DOY1/AE.SQUARROSA (293)	Aus30258/2*Annuello*4	Aus30258/2*Annuello	.	.	.	.	BC2F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000759	DAS5-000759	WSNP92K.005.00415	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	30261/2*Annuello*9	Aus30261 = ROK/KML//AE.SQUARROSA (333)	Aus30261/2*Annuello*9	Aus30261/2*Annuello	.	.	.	.	BC2F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000767	DAS5-000767	WSNP92K.014.01260	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	30288/2*Annuello*7	Aus30288 = CROC_1/AE.SQUARROSA (466)	Aus30288/2*Annuello*7	Aus30288/2*Annuello	.	.	.	.	BC2F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000770	DAS5-000770	WSNP92K.012.01061	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	30288/2*Annuello*10	Aus30288 = CROC_1/AE.SQUARROSA (466)	Aus30288/2*Annuello*10	Aus30288/2*Annuello	.	.	.	.	BC2F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000773	DAS5-000773	WSNP92K.014.01316	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	29675/2*Annuello*3	Aus29675 = YAV_2/TEZ//AE.SQUARROSA (170)	Aus29675/2*Annuello*3	Aus29675/2*Annuello	.	.	.	.	BC2F6 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000793	DAS5-000793	WSNP92K.006.00532	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	30287/2*Annuello*3	Aus30287 = STY-US/CELTA//PALS/3/SRN_5/4/AE.SQUARROSA (418)	Aus30287/2*Annuello*3	Aus30287/2*Annuello	.	.	.	.	BC2F4 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000816	DAS5-000816	WSNP92K.010.00918	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	29682/2*Annuello*6	Aus29682 = DOY1/AE.SQUARROSA (517)	Aus29682/2*Annuello*6	Aus29682/2*Annuello	.	.	.	.	BC2F6 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000820	DAS5-000820	WSNP92K.008.00766	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	29682/2*Annuello*10	Aus29682 = DOY1/AE.SQUARROSA (517)	Aus29682/2*Annuello*10	Aus29682/2*Annuello	.	.	.	.	BC2F6 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-000821	DAS5-000821	WSNP92K.015.01379	Triticum aestivum subsp. aestivum	subsp. aestivum	AVS	29671/2*Annuello*1	Aus29671 = GARZA/BOY//AE.SQUARROSA (165)	Aus29671/2*Annuello*1	Aus29671/2*Annuello	.	.	.	.	BC2F6 selection	BRD	CULTIVATED	.	AUSTRALIA	Victoria	.	S
